,language,project,path,method,cyclomatic_complexity,date,nloc,proportion_nloc,start-line,end-line,commits,total_lines_add,total_lines_del,diff_lines,authors,lifetime,frequency,proportion_add_method,stars_project,source_files_project,commits_project,lifetime_project,first_CC,middle_1,middle_2,last_CC
171,C#,ShareX,ShareX.UploadersLib/CustomUploader/CustomUploaderParser.cs,"CustomUploaderParser::ParseSyntax(stringsyntax,boolisOutput)",14,2020-08-11 20:24:58+03:00,59,0.15989159891598914,195.0,257.0,8,76,10,66,1,82,0.0975609756097561,0.7401921537229784,13785,753,6344,2498,11,12,13,14
172,C#,IdentityServer4,src/IdentityServer4/src/Extensions/StringsExtensions.cs,StringExtensions::EnsureLeadingSlash(thisstringurl),3,2020-08-09 09:09:27-04:00,8,0.037037037037037035,90.0,98.0,4,25,1,24,2,1242,0.00322061191626409,0.022067363530778164,7065,1141,3203,1722,2,2,2,3
173,C#,PowerShell,src/System.Management.Automation/engine/MshObject.cs,ToStringCodeMethods::XmlNodeList(PSObjectinstance),5,2020-08-11 14:01:47-07:00,17,0.009792626728110598,2633.0,2652.0,6,30,11,19,5,1583,0.003790271636133923,0.2053838484546361,22095,1282,8300,2006,5,5,5,5
174,C#,ShareX,ShareX.UploadersLib/URLShorteners/TurlURLShortener.cs,TurlURLShortener::ShortenURL(stringurl),5,2020-08-11 20:24:58+03:00,22,0.5789473684210527,44.0,70.0,5,55,3,52,2,403,0.01240694789081886,0.010008006405124099,13785,753,6344,2498,5,5,5,5
175,C#,orleans,src/Azure/Orleans.Streaming.EventHubs/Providers/Streams/EventHub/EventHubQueueMapper.cs,"EventHubQueueMapper::EventHubQueueMapper(string[]partitionIds,stringqueueNamePrefix)",3,2020-08-11 12:40:07-07:00,13,0.2888888888888889,28.0,40.0,6,39,3,36,5,1000,0.006,0.18574199806013578,6892,2673,4929,2062,3,3,3,3
176,C#,orleans,src/Orleans.Runtime/Scheduler/OrleansTaskScheduler.cs,OrleansTaskScheduler::Stop(),3,2020-08-11 12:40:07-07:00,12,0.04316546762589928,143.0,156.0,4,21,4,17,4,1855,0.00215633423180593,0.016488845780795344,6892,2673,4929,2062,1,1,1,3
177,C#,ILSpy,SharpTreeView/SharpTreeViewItem.cs,SharpTreeViewItem::OnKeyDown(KeyEventArgse),8,2020-08-10 21:34:35+02:00,17,0.1504424778761062,43.0,59.0,5,31,15,16,1,3348,0.0014934289127837516,0.2593776641091219,11047,1103,6159,4692,7,5,3,8
178,C#,ShareX,ShareX.HelpersLib/Controls/ExportImportControl.cs,"ExportImportControl::tsmiExportFile_Click(objectsender,EventArgse)",5,2020-08-11 20:24:58+03:00,23,0.10550458715596332,128.0,154.0,6,68,4,64,1,1306,0.004594180704441042,0.09607686148919135,13785,753,6344,2498,4,4,5,5
179,C#,orleans,test/Grains/TestInternalGrains/ActivationGCTestGrains.cs,BusyActivationGcTestGrain1::EnableBurstOnCollection(intcount),2,2020-08-11 12:40:07-07:00,10,0.09523809523809523,53.0,63.0,6,24,4,20,5,608,0.009868421052631578,0.2943743937924345,6892,2673,4929,2062,2,2,2,2
180,C#,PowerShell,src/System.Management.Automation/engine/MshCommandRuntime.cs,MshCommandRuntime::DoWriteError(objectobj),6,2020-08-11 14:01:47-07:00,25,0.014442518775274409,2763.0,2796.0,7,45,12,33,6,1583,0.004421983575489577,0.2053838484546361,22095,1282,8300,2006,6,6,6,6
181,C#,PowerShell,src/System.Management.Automation/engine/Attributes.cs,"CmdletAttribute::CmdletAttribute(stringverbName,stringnounName)",3,2020-08-11 14:01:47-07:00,13,0.01124567474048443,394.0,409.0,5,23,8,15,4,1147,0.004359197907585004,0.2053838484546361,22095,1282,8300,2006,3,3,3,3
182,C#,orleans,src/Orleans.Core/Serialization/SerializationManager.cs,SerializationManager::GetSerializer(Typet),4,2020-08-11 12:40:07-07:00,13,0.008996539792387544,737.0,751.0,6,39,10,29,4,1527,0.003929273084479371,0.016488845780795344,6892,2673,4929,2062,4,4,4,4
183,C#,PowerShell,src/System.Management.Automation/engine/MshCommandRuntime.cs,"MshCommandRuntime::WriteVerbose(VerboseRecordrecord,booloverrideInquire=false)",15,2020-08-11 14:01:47-07:00,45,0.02599653379549393,571.0,629.0,6,68,10,58,6,1583,0.003790271636133923,0.2053838484546361,22095,1282,8300,2006,12,11,15,15
184,C#,efcore,src/EFCore.Cosmos/Query/Internal/InExpression.cs,"InExpression::InExpression(item,IsNegated,values,TypeMapping)",2,2020-08-11 14:40:49-07:00,11,0.2037037037037037,90.0,108.0,4,7,5,2,2,310,0.012903225806451613,0.8390468227424749,9456,3572,10538,2392,2,2,2,2
185,C#,PowerShell,src/System.Management.Automation/engine/NativeCommandProcessor.cs,ProcessInputWriter::Add(objectinput),4,2020-08-11 14:01:47-07:00,15,0.01060070671378092,1730.0,1747.0,5,18,21,-3,5,1583,0.003158559696778269,0.2053838484546361,22095,1282,8300,2006,1,4,4,4
186,C#,orleans,src/Orleans.Runtime/Silo/SiloProviderRuntime.cs,SiloProviderRuntime::PubSub(StreamPubSubTypepubSubType),4,2020-08-11 12:40:07-07:00,14,0.1037037037037037,71.0,84.0,4,29,3,26,4,994,0.004024144869215292,0.016488845780795344,6892,2673,4929,2062,2,2,4,4
187,C#,PowerShell,src/System.Management.Automation/engine/hostifaces/ListModifier.cs,PSListModifier::ApplyTo(objectcollectionToUpdate),3,2020-08-11 14:01:47-07:00,14,0.07035175879396985,213.0,229.0,5,21,5,16,4,1583,0.003158559696778269,0.2053838484546361,22095,1282,8300,2006,3,3,3,3
188,C#,ShareX,ShareX.UploadersLib/FileUploaders/Copy.cs,"Copy::GetLinkURL(CopyLinksInfolink,stringpath,CopyURLTypeurlType=CopyURLType.Default)",4,2020-08-11 20:24:58+03:00,14,0.06167400881057269,193.0,207.0,4,38,100,-62,1,185,0.021621621621621623,0.09727782225780625,13785,753,6344,2498,5,4,4,4
189,C#,IdentityServer4,src/IdentityServer4/src/Services/Default/DefaultUserSession.cs,DefaultUserSession::EnsureSessionIdCookieAsync(),2,2020-08-09 09:09:27-04:00,12,0.0736196319018405,195.0,206.0,7,54,10,44,2,615,0.011382113821138212,0.34727061556329847,7065,1141,3203,1722,2,2,2,2
190,C#,PowerShell,src/System.Management.Automation/engine/hostifaces/History.cs,"History::GetEntries(longid,longcount,SwitchParameternewest)",43,2020-08-11 14:01:47-07:00,131,0.10015290519877676,281.0,453.0,14,223,51,172,7,1583,0.008843967150979154,0.2053838484546361,22095,1282,8300,2006,43,43,43,43
191,C#,orleans,src/Orleans.Core/AssemblyLoader/AssemblyLoader.cs,"AssemblyLoader::LogComplaints(stringpathName,IEnumerable<string>complaints)",2,2020-08-11 12:40:07-07:00,17,0.0387243735763098,444.0,463.0,4,40,2,38,4,1120,0.0035714285714285713,0.016488845780795344,6892,2673,4929,2062,2,2,2,2
192,C#,efcore,test/EFCore.Specification.Tests/TestModels/Northwind/Order.cs,Order::Equals(objectobj),4,2020-08-11 14:40:49-07:00,11,0.2558139534883721,39.0,50.0,13,109,9,100,7,1829,0.007107709130672498,0.11580267558528429,9456,3572,10538,2392,4,4,4,4
193,C#,IdentityServer4,samples/Quickstarts/2_InteractiveAspNetCore/src/IdentityServer/Quickstart/Consent/ConsentController.cs,"ConsentController::BuildViewModelAsync(stringreturnUrl,ConsentInputModelmodel=null)",2,2020-08-09 09:09:27-04:00,13,0.06467661691542287,164.0,177.0,6,146,17,129,2,911,0.006586169045005488,0.4448315911730546,7065,1141,3203,1722,6,6,6,2
194,C#,PowerShell,src/Microsoft.PowerShell.Commands.Utility/commands/utility/ImplicitRemotingCommands.cs,"RehydrateCommandMetadata(PSObjectdeserializedCommandInfo,outstringresolvedCommandName)",4,2020-08-11 14:01:47-07:00,36,0.014405762304921969,1311.0,1352.0,4,44,3,41,3,1583,0.002526847757422615,0.2053838484546361,22095,1282,8300,2006,4,4,4,4
195,C#,PowerShell,src/System.Management.Automation/FormatAndOutput/common/Utilities/MshObjectUtil.cs,PSObjectHelper::GetDefaultNameExpression(PSObjectso),2,2020-08-11 14:01:47-07:00,6,0.013856812933025405,449.0,455.0,4,18,6,12,3,812,0.0049261083743842365,0.2053838484546361,22095,1282,8300,2006,2,2,2,2
196,C#,orleans,src/Orleans.Core/Configuration/ConfigUtilities.cs,ConfigUtilities::FindConfigFile(boolisSilo),4,2020-08-11 12:40:07-07:00,22,0.04480651731160897,537.0,563.0,5,55,3,52,5,1475,0.003389830508474576,0.016488845780795344,6892,2673,4929,2062,4,4,4,4
197,C#,PowerShell,src/System.Management.Automation/engine/FunctionInfo.cs,"FunctionInfo::Update(ScriptBlocknewFunction,boolforce,ScopedItemOptionsoptions,stringhelpFile)",6,2020-08-11 14:01:47-07:00,37,0.14285714285714285,221.0,265.0,4,49,5,44,4,1583,0.002526847757422615,0.2053838484546361,22095,1282,8300,2006,6,6,6,6
198,C#,PowerShell,src/System.Management.Automation/engine/MshObjectTypeDescriptor.cs,PSObjectTypeDescriptor::GetProperties(Attribute[]attributes),2,2020-08-11 14:01:47-07:00,16,0.0396039603960396,444.0,461.0,6,22,5,17,5,1583,0.003790271636133923,0.2053838484546361,22095,1282,8300,2006,2,2,2,2
199,C#,efcore,src/EFCore.Relational/Query/RelationalQueryableMethodTranslatingExpressionVisitor.cs,"RelationalQueryableMethodTranslatingExpressionVisitor::TranslateAll(ShapedQueryExpressionsource,LambdaExpressionpredicate)",5,2020-08-11 14:40:49-07:00,24,0.01952807160292921,183.0,210.0,15,177,49,128,2,444,0.033783783783783786,0.8047658862876255,9456,3572,10538,2392,6,6,4,5
200,C++,v8,src/logging/log.cc,"Logger::UncheckedStringEvent(constchar*name,constchar*value)",2,2020-08-11 21:04:56+00:00,6,0.003346346904629113,1005.0,1010.0,17,34,18,16,10,3868,0.0043950361944157185,0.05084745762711865,15959,2767,64418,4425,2,2,2,2
201,C++,swift,lib/SILOptimizer/Mandatory/AddressLowering.cpp,AddressLowering::runOnFunction(SILFunction*F),5,2020-08-11 15:08:39-07:00,22,0.02219979818365288,1486.0,1526.0,9,52,12,40,3,969,0.009287925696594427,0.65352189284743,53457,2472,111706,3677,4,4,5,5
202,C++,folly,folly/futures/test/FutureTest.cpp,"TEST(Future,getRequiresOnlyMoveCtor)",3,2020-08-11 16:44:22-07:00,24,0.0213713268032057,85.0,108.0,4,40,17,23,2,299,0.013377926421404682,0.7363848980955563,15582,1586,8859,2993,3,3,3,3
203,C++,cocos2d-x,cocos/scripting/lua-bindings/auto/lua_cocos2dx_physics_auto.cpp,lua_cocos2dx_physics_PhysicsJointSpring_getAnchr2(lua_State*tolua_S),9,2020-07-03 10:22:45+08:00,31,0.0034831460674157304,8952.0,8998.0,10,154,18,136,5,1782,0.005611672278338945,0.383013698630137,14644,1906,37350,3650,9,9,9,9
204,C++,grpc,test/core/gpr/sync_test.cc,inc(void*v),2,2020-08-11 17:04:49-07:00,10,0.028985507246376805,286.0,295.0,5,29,1,28,5,1149,0.004351610095735422,0.0023934897079942556,27543,2009,46748,2089,2,2,2,2
205,C++,swift,lib/Sema/TypeCheckProtocolInference.cpp,AssociatedTypeInference::substCurrentTypeWitnesses(Typetype),12,2020-08-11 15:08:39-07:00,37,0.02573018080667594,910.0,965.0,6,66,11,55,4,868,0.0069124423963133645,0.7348381833016046,53457,2472,111706,3677,12,12,12,12
206,C++,v8,src/snapshot/startup-serializer.cc,"internal::IsUnexpectedCodeObject(Isolate*isolate,HeapObjectobj)",12,2020-08-11 21:04:56+00:00,20,0.09009009009009007,83.0,112.0,5,35,12,23,2,553,0.009041591320072333,0.8736723163841807,15959,2767,64418,4425,12,13,12,12
207,C++,rocksdb,db/version_set.h,VersionSet::SetLastSequence(uint64_ts),2,2020-08-11 12:41:30-07:00,5,0.006501950585175552,1065.0,1070.0,7,15,4,11,4,2522,0.0027755749405233942,0.011884057971014493,17699,1024,9388,3450,1,1,2,2
208,C++,v8,src/compiler/backend/arm/instruction-selector-arm.cc,InstructionSelector::VisitInt32Sub(Node*node),4,2020-08-11 21:04:56+00:00,12,0.0050125313283208035,1384.0,1395.0,4,24,2,22,4,1567,0.0025526483726866626,0.5016949152542373,15959,2767,64418,4425,4,4,4,4
209,C++,swift,stdlib/public/runtime/Metadata.cpp,"initializeClassMetadataFromPattern(ClassMetadata*metadata,ClassMetadataBoundsbounds,constClassDescriptor*description,constGenericClassMetadataPattern*pattern)",9,2020-08-11 15:08:39-07:00,49,0.012430238457635715,486.0,592.0,7,123,17,106,5,812,0.008620689655172414,0.7576828936633124,53457,2472,111706,3677,10,11,9,9
210,C++,v8,src/base/platform/time.cc,TimeDelta::InMilliseconds()const,2,2020-08-11 21:04:56+00:00,6,0.012024048096192385,195.0,201.0,4,10,0,10,3,1620,0.0024691358024691358,0.4257627118644068,15959,2767,64418,4425,1,1,1,2
211,C++,grpc,src/core/lib/iomgr/ev_epoll1_linux.cc,pollset_global_shutdown(void),3,2020-08-11 17:04:49-07:00,9,0.008840864440078585,540.0,548.0,4,20,4,16,3,147,0.027210884353741496,0.43130684538056485,27543,2009,46748,2089,3,3,3,3
212,C++,rethinkdb,src/buffer_cache/page_cache.cc,page_txn_t::connect_preceder(page_txn_t*preceder),3,2020-07-14 10:53:39+02:00,14,0.009595613433858808,1083.0,1101.0,5,35,4,31,4,1306,0.0038284839203675345,0.4105023983842464,24012,687,33430,3961,2,2,2,3
213,C++,v8,src/codegen/arm64/assembler-arm64.cc,"Assembler::fmov(constVRegister&vd,constRegister&rn)",2,2020-08-11 21:04:56+00:00,5,0.0015318627450980392,2616.0,2620.0,4,16,0,16,2,789,0.005069708491761723,0.7220338983050848,15959,2767,64418,4425,2,2,2,2
214,C++,v8,src/base/platform/platform-win32.cc,OS::OpenTemporaryFile(),5,2020-08-11 21:04:56+00:00,15,0.018115942028985508,587.0,602.0,4,35,5,30,3,2325,0.0017204301075268817,0.2501694915254237,15959,2767,64418,4425,5,5,5,5
215,C++,grpc,test/core/end2end/tests/max_concurrent_streams.cc,drain_cq(grpc_completion_queue*cq),2,2020-08-11 17:04:49-07:00,6,0.008583690987124462,52.0,57.0,6,19,9,10,5,1083,0.00554016620498615,0.0023934897079942556,27543,2009,46748,2089,2,2,2,2
216,C++,v8,src/builtins/s390/builtins-s390.cc,Builtins::Generate_DoubleToI(MacroAssembler*masm),2,2020-08-11 21:04:56+00:00,62,0.03144016227180526,2905.0,3015.0,6,116,6,110,4,534,0.011235955056179775,0.807909604519774,15959,2767,64418,4425,2,2,2,2
217,C++,swift,lib/IRGen/GenDecl.cpp,IRGenModule::emitRuntimeRegistration(),37,2020-08-11 15:08:39-07:00,132,0.03772506430408688,575.0,748.0,22,239,105,134,11,1449,0.01518288474810214,0.42616263258090836,53457,2472,111706,3677,18,27,32,37
218,C++,swift,lib/ClangImporter/ImportDecl.cpp,"makeIndirectFieldAccessors(ClangImporter::Implementation&Impl,constclang::IndirectFieldDecl*indirectField,ArrayRef<VarDecl*>members,StructDecl*importedStructDecl,VarDecl*importedFieldDecl)",4,2020-08-11 15:08:39-07:00,30,0.004830140074062148,868.0,906.0,8,119,31,88,5,914,0.0087527352297593,0.6440032635300517,53457,2472,111706,3677,8,8,8,4
219,C++,terminal,src/cascadia/TerminalCore/TerminalDispatch.cpp,"TerminalDispatch::_PrivateModeParamsHelper(constDispatchTypes::PrivateModeParamsparam,constboolenable)",12,2020-08-11 20:08:03+00:00,44,0.1522491349480969,403.0,448.0,4,45,0,45,3,119,0.03361344537815126,0.8621004566210045,67844,730,1616,1095,8,10,11,12
220,C++,tesseract,src/textord/blkocc.h,BAND::in_minimal(floaty),2,2020-07-17 15:55:51+02:00,4,0.034782608695652174,148.0,151.0,4,20,0,20,2,4095,0.0009768009768009768,0.0,36341,599,4628,4881,3,3,3,2
221,C++,cocos2d-x,cocos/scripting/lua-bindings/auto/lua_cocos2dx_extension_auto.cpp,lua_cocos2dx_extension_ControlSlider_setSelectedThumbSprite(lua_State*tolua_S),9,2020-07-03 10:22:45+08:00,33,0.002899314707432789,6281.0,6330.0,8,116,18,98,4,514,0.01556420233463035,0.383013698630137,14644,1906,37350,3650,9,9,9,9
222,C++,folly,folly/io/async/AsyncSocket.cpp,AsyncSocket::startFail(),4,2020-08-11 16:44:22-07:00,18,0.008360427310729215,2664.0,2688.0,4,45,2,43,3,1476,0.0027100271002710027,0.29401937854994986,15582,1586,8859,2993,3,3,4,4
223,C++,swift,lib/Basic/Statistic.cpp,UnifiedStatsReporter::publishAlwaysOnStatsToLLVM(),3,2020-08-11 15:08:39-07:00,10,0.017035775127768313,413.0,434.0,8,99,78,21,4,1043,0.007670182166826462,0.6668479738917595,53457,2472,111706,3677,3,3,3,3
224,C++,rocksdb,utilities/transactions/transaction_base.cc,"TransactionBaseImpl::MultiGetForUpdate(constReadOptions&read_options,conststd::vector<ColumnFamilyHandle*>&column_family,conststd::vector<Slice>&keys,std::vector<std::string>*values)",4,2020-08-11 12:41:30-07:00,19,0.03619047619047619,275.0,300.0,4,29,4,25,3,1746,0.002290950744558992,0.4742028985507246,17699,1024,9388,3450,5,5,5,4
225,C++,swift,lib/Sema/InstrumenterSupport.cpp,"InstrumenterBase::InstrumenterBase(ASTContext&C,DeclContext*DC)",3,2020-08-11 15:08:39-07:00,27,0.27,77.0,113.0,4,41,5,36,4,293,0.013651877133105802,0.8803372314386728,53457,2472,111706,3677,3,3,3,3
226,C++,v8,src/codegen/arm64/instructions-arm64.cc,"NEONFormatDecoder::SetFormatMaps(constNEONFormatMap*format0,constNEONFormatMap*format1,constNEONFormatMap*format2)",3,2020-08-11 21:04:56+00:00,9,0.025495750708215296,339.0,350.0,6,34,2,32,4,1113,0.005390835579514825,0.7220338983050848,15959,2767,64418,4425,3,3,3,3
227,C++,swift,lib/Parse/ParseRequests.cpp,"ParseAbstractFunctionBodyRequest::evaluate(Evaluator&evaluator,AbstractFunctionDecl*afd)const",11,2020-08-11 15:08:39-07:00,34,0.2207792207792208,69.0,108.0,8,89,9,80,6,265,0.03018867924528302,0.9059015501767745,53457,2472,111706,3677,10,10,11,11
228,C++,rethinkdb,external/gtest_1.7.0/test/gtest-options_test.cc,"internal::TEST_F(XmlOutputChangeDirTest,PreserveOriginalWorkingDirWithAbsolutePath)",3,2020-07-14 10:53:39+02:00,11,0.09243697478991596,193.0,211.0,5,74,2,72,3,1036,0.004826254826254826,0.30345872254481193,24012,687,33430,3961,3,3,3,3
229,C++,folly,folly/test/ExceptionWrapperBenchmark.cpp,"BENCHMARK(exception_ptr_create_and_throw,iters)",3,2020-08-11 16:44:22-07:00,10,0.05586592178770949,112.0,121.0,4,12,3,9,4,962,0.004158004158004158,0.23955897093217507,15582,1586,8859,2993,3,3,3,3
230,C++,rethinkdb,external/gtest_1.7.0/test/gtest-param-test_test.cc,DogAdder::operator=(constDogAdder&other),2,2020-07-14 10:53:39+02:00,5,0.008771929824561403,270.0,274.0,4,16,0,16,3,1036,0.003861003861003861,0.30345872254481193,24012,687,33430,3961,2,2,2,2
231,C++,swift,lib/SILGen/SILGenApply.cpp,AccessorBaseArgPreparer::prepareAccessorObjectBaseArg(),5,2020-08-11 15:08:39-07:00,12,0.0029418975239029173,5225.0,5251.0,6,51,49,2,3,637,0.009419152276295133,0.6516181669839544,53457,2472,111706,3677,9,9,5,5
232,C++,cocos2d-x,tests/cpp-tests/Classes/NewAudioEngineTest/NewAudioEngineTest.cpp,AudioProfileTest::init(),4,2020-07-03 10:22:45+08:00,57,0.06581986143187067,499.0,572.0,9,87,14,73,4,777,0.011583011583011582,0.41863013698630136,14644,1906,37350,3650,4,4,5,4
233,C++,swift,lib/SILGen/ArgumentSource.h,ArgumentSource::getLocation()const&,5,2020-08-11 15:08:39-07:00,13,0.05394190871369295,157.0,169.0,5,15,3,12,3,1333,0.0037509377344336083,0.44900734294261624,53457,2472,111706,3677,4,7,6,5
234,C++,folly,folly/experimental/test/TimekeeperHighResTest.cpp,"TEST(Timekeeper,chainedInterruptTest)",2,2020-08-11 16:44:22-07:00,9,0.0231958762886598,396.0,404.0,6,23,7,16,5,1745,0.0034383954154727794,0.36618777146675574,15582,1586,8859,2993,1,1,2,2
235,C++,rethinkdb,external/gtest_1.7.0/src/gtest-death-test.cc,internal::ParseInternalRunDeathTestFlag(),13,2020-07-14 10:53:39+02:00,31,0.04095112285336856,1296.0,1338.0,5,174,6,168,3,1036,0.004826254826254826,0.30345872254481193,24012,687,33430,3961,13,13,13,13
236,C++,v8,src/diagnostics/unwinding-info-win64.cc,win64_unwindinfo::RegisterUnwindInfoForExceptionHandlingOnly(),3,2020-08-11 21:04:56+00:00,5,0.012531328320802004,29.0,36.0,7,20,1,19,3,134,0.05223880597014925,0.8842937853107344,15959,2767,64418,4425,2,2,2,3
237,C++,v8,src/parsing/parser.cc,"Parser::ParseREPLProgram(ParseInfo*info,ScopedPtrList<Statement>*body,DeclarationScope*scope)",4,2020-08-11 21:04:56+00:00,21,0.008567931456548347,757.0,789.0,15,73,12,61,4,143,0.1048951048951049,0.9425988700564972,15959,2767,64418,4425,3,4,4,4
238,C++,emscripten,tools/optimizer/simple_ast.h,JSPrinter::printUnaryPrefix(Refnode),14,2020-08-11 16:30:20-07:00,33,0.02540415704387991,1011.0,1044.0,5,43,5,38,1,13,0.38461538461538464,0.42880703683342497,19604,2925,21523,3638,3,15,14,14
239,C++,v8,src/codegen/arm/assembler-arm.cc,"Assembler::bfi(Registerdst,Registersrc,intlsb,intwidth,Conditioncond)",4,2020-08-11 21:04:56+00:00,10,0.0026385224274406327,1816.0,1825.0,11,34,13,21,8,3289,0.0033444816053511705,0.15706214689265538,15959,2767,64418,4425,4,4,4,4
240,C++,swift,lib/SIL/Utils/Dominance.cpp,DominanceInfo::DominanceInfo(SILFunction*F),2,2020-08-11 15:08:39-07:00,6,0.07058823529411765,33.0,38.0,6,19,4,15,4,2545,0.002357563850687623,0.27168887680174053,53457,2472,111706,3677,2,2,2,2
241,C++,terminal,src/host/ut_host/VtRendererTests.cpp,VtRendererTest::Xterm256TestCursor(),2,2020-08-11 20:08:03+00:00,86,0.07066557107641742,550.0,657.0,9,162,55,107,6,426,0.02112676056338028,0.5735159817351598,67844,730,1616,1095,2,2,2,2
242,C++,v8,src/compiler/backend/s390/code-generator-s390.cc,CodeGenerator::FinishFrame(Frame*frame),3,2020-08-11 21:04:56+00:00,17,0.004749930148086058,4543.0,4563.0,8,50,10,40,5,961,0.008324661810613945,0.6442937853107344,15959,2767,64418,4425,3,3,3,3
243,C++,rethinkdb,external/gtest_1.7.0/src/gtest.cc,"internal::HandleSehExceptionsInMethodIfSupported(T*object,Result(T::*method)(),constchar*location)",2,2020-07-14 10:53:39+02:00,16,0.0054200542005420045,2059.0,2080.0,5,85,1,84,3,1036,0.004826254826254826,0.30345872254481193,24012,687,33430,3961,2,2,2,2
244,C++,rocksdb,db/db_iter.cc,DBIter::ReverseToBackward(),7,2020-08-11 12:41:30-07:00,19,0.01685891748003549,659.0,689.0,13,85,54,31,6,1638,0.007936507936507936,0.46869565217391307,17699,1024,9388,3450,6,8,9,7
245,C++,v8,src/ast/variables.h,Variable::local_if_not_shadowed()const,3,2020-08-11 21:04:56+00:00,6,0.03015075376884422,189.0,194.0,8,17,6,11,7,3785,0.0021136063408190224,0.05242937853107345,15959,2767,64418,4425,2,2,2,3
246,C++,cocos2d-x,cocos/editor-support/cocostudio/CSParseBinary_generated.h,ScrollViewOptions::Verify(flatbuffers::Verifier&verifier)const,22,2020-07-03 10:22:45+08:00,24,0.009615384615384616,1547.0,1570.0,4,61,18,43,3,934,0.004282655246252677,0.4389041095890411,14644,1906,37350,3650,19,19,22,22
247,C++,swift,lib/SIL/Utils/MemAccessUtils.cpp,"swift::isPossibleFormalAccessBase(constAccessedStorage&storage,SILFunction*F)",18,2020-08-11 15:08:39-07:00,40,0.0644122383252818,579.0,633.0,10,133,23,110,4,829,0.012062726176115802,0.7691052488441664,53457,2472,111706,3677,16,17,17,18
248,C++,cocos2d-x,cocos/editor-support/cocostudio/WidgetReader/SpriteReader/SpriteReader.cpp,"SpriteReader::setPropsWithFlatBuffers(cocos2d::Node*node,constflatbuffers::Table*spriteOptions)",14,2020-07-03 10:22:45+08:00,83,0.3824884792626728,171.0,266.0,11,194,35,159,6,1655,0.006646525679758308,0.4389041095890411,14644,1906,37350,3650,11,14,14,14
249,C++,swift,stdlib/public/Reflection/TypeLowering.cpp,"EnumTypeInfoBuilder::addCase(conststd::string&Name,constTypeRef*TR,constTypeInfo*TI)",2,2020-08-11 15:08:39-07:00,12,0.007046388725778039,1741.0,1754.0,5,16,3,13,4,1344,0.003720238095238095,0.5917867827032908,53457,2472,111706,3677,2,2,2,2
250,C++,swift,tools/SourceKit/lib/SwiftLang/SwiftDocSupport.cpp,"SourceDocASTWalker::walkToDeclPre(Decl*D,CharSourceRangeRange)",4,2020-08-11 15:08:39-07:00,11,0.008295625942684766,1105.0,1115.0,5,14,4,10,5,832,0.006009615384615385,0.5265161816698395,53457,2472,111706,3677,4,4,4,4
251,C++,swift,lib/SIL/Verifier/SILVerifier.cpp,SILVerifier::checkCheckedCastBranchInst(CheckedCastBranchInst*CBI),2,2020-08-11 15:08:39-07:00,27,0.0062312485575813535,3637.0,3664.0,14,104,39,65,11,2378,0.005887300252312868,0.317106336687517,53457,2472,111706,3677,1,1,4,2
252,C++,grpc,src/core/tsi/fake_transport_security.cc,fake_zero_copy_grpc_protector_destroy(tsi_zero_copy_grpc_protector*self),2,2020-08-11 17:04:49-07:00,9,0.013803680981595092,467.0,475.0,4,15,7,8,3,164,0.024390243902439025,0.4849210148396362,27543,2009,46748,2089,2,2,2,2
253,C++,swift,lib/SILOptimizer/IPO/GlobalOpt.cpp,SILGlobalOptPass::run(),2,2020-08-11 15:08:39-07:00,7,0.01263537906137184,846.0,852.0,19,39,23,16,7,2065,0.009200968523002421,0.39325537122654336,53457,2472,111706,3677,1,2,2,2
254,C++,v8,test/cctest/compiler/test-run-bytecode-graph-builder.cc,compiler::TEST(BytecodeGraphBuilderEval),2,2020-08-11 21:04:56+00:00,47,0.017945780832378768,1241.0,1289.0,12,65,17,48,5,1207,0.009942004971002486,0.6207909604519773,15959,2767,64418,4425,2,2,2,2
255,C++,swift,include/swift/AST/ProtocolConformance.h,"NormalProtocolConformance::NormalProtocolConformance(TypeconformingType,ProtocolDecl*protocol,SourceLocloc,DeclContext*dc,ProtocolConformanceStatestate)",2,2020-08-11 15:08:39-07:00,9,0.017475728155339806,468.0,476.0,11,18,15,3,5,1791,0.006141820212171971,0.34022300788686427,53457,2472,111706,3677,1,1,2,2
256,C++,tesseract,src/training/classifier_tester.cpp,"InitializeClassifier(constchar*classifer_name,constUNICHARSET&unicharset,intargc,char**argv,tesseract::TessBaseAPI**api)",10,2020-07-17 15:55:51+02:00,42,0.5060240963855421,44.0,89.0,9,131,38,93,4,1684,0.005344418052256532,0.4900635115754968,36341,599,4628,4881,18,12,10,10
257,C++,v8,src/parsing/literal-buffer.h,LiteralBuffer::Equals(Vector<constchar>keyword)const,3,2020-08-11 21:04:56+00:00,4,0.057142857142857134,39.0,42.0,5,15,0,15,1,6,0.8333333333333334,0.8940112994350282,15959,2767,64418,4425,3,3,3,3
258,C++,grpc,test/core/util/test_config.cc,print_stack_from_context(CONTEXTc),6,2020-08-11 17:04:49-07:00,44,0.15331010452961671,102.0,156.0,5,111,3,108,4,1268,0.003943217665615142,0.2302537099090474,27543,2009,46748,2089,6,6,6,6
259,C++,rocksdb,utilities/backupable/backupable_db_test.cc,"FileManager::CorruptFile(conststd::string&fname,uint64_tbytes_to_corrupt)",4,2020-08-11 12:41:30-07:00,16,0.009014084507042254,437.0,453.0,4,32,16,16,4,2387,0.0016757436112274822,0.29884057971014494,17699,1024,9388,3450,5,5,4,4
